Russian Captions                          Georgian Captions
Бангкок Тонбури                           bangkok tonburi
Таммасат                                  tamasati
Индера                                    indera
МС ПДБ                                    ms pdb
Иерусалим                                 ierusalimi
КСС Крайова                               kss kraiova
Кингсли                                   qingsli
Хегельманн                                hegelmani
Пусан Ай Парк                             pusan ai parki
Энерги Котбус                             energi kotbusi
ЮКСА                                      uksa
ИФК Симрисхамн                            ifk simrishamni
Пролетер                                  proleteri
Лавице-Дубочица                           lavice-duboCica
Веринья                                   verinia
Бансандер                                 bansanderi
Валь-Миньор                               val-miniori
Данок Бат                                 danok bati
Ла Крус Вильяновенсе                      la krus vilianovense
Райо Алькобендас                          raio alkobendasi
КаПа Каяни                                kapa kaiani
Вавель Вирек                              vavel vireki
Челядзь                                   CeliaZi
Миддельфарт II                            midelfarti II
Б1909                                     b1909
Ван Чай                                   van Cai
Намыс Герейро                             namis gereiro
Чемпион                                   Cempioni
Торд                                      tordi
Бергдаленс                                bergdalensi
Атлетико Виктория                         atletiko viqtoria
Пуэрто Круз                               puerto kruzi
Катонг                                    katongi
Килбаррак Юн                              kilbarak iun
Блюбелл Юнайтед                           bliubel iunaitedi
Глиб Норт                                 glib norti
Ашер Селтик                               aSer seltiki
ЛАСК                                      lask
Серкль Брюгге                             serkl briuge
Левый берег                               levi beregi
Сонгкхла                                  songkhla
Пхукет Андаман                            phuket andamani
Вяндра                                    viandra
Плаун                                     plauni
Валмиера II                               valmiera II
Подбескидзе II                            podbeskidze II
Регал                                     regali
Сикким Полис                              sikim polisi
Хаулерс                                   haulersi
Иллеш Ак.-Халадаш                         ileS ak.-haladaSi
Хапоэль Холон                             hapoel holoni
Хапоэль Ирони Арраба                      hapoel ironi araba
Хапоэль Ирони Бака Аль Гарбие             hapoel ironi baka al garbie
Градец Кралове B                          gradec kralove b
Салсетт                                   salseti
Люцерн                                    liucerni
Цофи Хайфа                                cofi haifa
Бней Калансаве                            bnei kalansave
Шикун Ватиким Рамат-Ган                   Sikun vatikim ramat-gani
Маккаби Хашикма Хен                       makabi haSikma xeni
Хамерсли Роверс                           hamersli roversi
Равиа СА                                  ravia sa
Гангток Хималайан                         gangtok himalaiani
Санг Мустанг                              sang mustangi
Лицей Пантелимон                          licei pantelimoni
Морли Уиндмиллс                           morli uindmilsi
Мочуди Центр Чифс                         moCudi centr Cifsi
Национал София                            nacional sofia
Ламшииап                                  lamSiiapi
ПФР Академи                               pfr akademi
ЖМЖ СК                                    JmJ sk
Коромандель                               koromandeli
Шастри Нагар Оффшотс                      Sastri nagar ofSotsi
МХ Оранже                                 mh oranJe
КФКИ                                      kfki
Тонбури                                   tonburi
Сикким Акраман                            sikim akramani
ХУТ                                       xut
Раджамангала Ратанакосин                  rajamangala ratanakosini
Дэрэн II                                  dereni II
Бейтар Ирони Маале-Адумим                 beitar ironi maale-adumimi
Хапоэль Бней Ашдод                        hapoel bnei aSdodi
Шикун Хамизрах                            Sikun hamizrahi
Хапоэль Яфия                              hapoel iafia
Цеирей Хайфа                              ceirei haifa
Маккаби Неве-Шаанан Элдад                 makabi neve-Saanan eldadi
Смит СК                                   smit sk
Лайткирхонг                               laitkirhongi
Бейтар Хайфа Яаков                        beitar haifa iaakovi
Хапоэль Рамот Менаше Мегидо               hapoel ramot menaSe megido
Истерн Рэйлвэй                            isTern reilvei
АФК 34                                    afk 34
Роял Тай Эйр Форс                         roial tai eir forsi
Лопбури Сити                              lopburi siTi
Патхумтхани Унив                          pathumthani univ
Чамчури Юнайтед                           CamCuri iunaitedi
Фреденсборг                               fredensborgi
Баллеруп-Сковлунде                        balerup skovlunde
Роял Тай Флит                             roial tai fliti
Самутпракан                               samutprakani
Раси Салай Юн                             rasi salai iun
Кхонкэн Модинданг                         khonken modindangi
Ловийса                                   loviisa
Университет Йоханнесбурга                 iohanesburgis universiteti
Куппер Белтс                              kuper beltsi
ПИБ                                       pib
Нотець Чарнкув                            notec Carnkuvi
Одра Бытом-Оджаньский                     odra bitom-ojanski
Полония Лидзбарк-Варминьски               polonia liZbark-varminski
Бекаси Сити                               bekasi siTi
Токио Юнайтед                             tokio iunaitedi
Смилтене                                  smiltene
Сталь Мелец II                            stal meleci II
Сокул Камень                              sokul kameni
МКС Элк                                   mks elki
Твенте/Хереклес                           tvente/hereklesi
Сантучу                                   santuCu
Липно Стешев                              lipno steSevi
ОКС Острув-Велькопольский                 oks ostruv velkopolski
Киото Сико СК                             kioto siko sk
Ст. Эндрюс Кансай                         st. endrius kansai
Ариес Токио                               aries tokio
Локомотив Тбилиси III                     lokomotiv Tbilisi III
Гранд                                     grandi
Джонгкша                                  jongkSa
Бетлехем                                  betlehemi
Кумар Спортинг                            kumar sportingi
Сикким Бразерхуд                          sikim brazerhudi
Махидол                                   maxidoli
Марбису                                   marbisu
Омладинац В-П                             omladinac v-p
Ханг Юэнь                                 xang iueni
Университет Цване                         universitet cvane
Симбианс                                  simbiansi
Уэйвс                                     ueivsi
АФ Джикэ Попеску                          af jike popesku
ЛПС Слатина                               lps slatina
Ахли Тамра                                ahli tamra
Ирони Бней Кабул                          ironi bnei kabuli
Кан Тайхэйё Унив                          kan taixeio univ
Йонаго Генки                              ionago genki
Эмеральд                                  emeraldi
Арена Академи                             arena akademi
Арагви II                                 aragvi II
Йемен                                     iemeni
Хасаакас Лэйдис                           xasaakas leidisi
Нортерн Лэйдис                            norTern leidisi
Синджелич Ниш                             sinjeliC niSi
Нусантара Юнайтед                         nusantara iunaitedi
Адхьякса                                  adhiaksa
Дримз Лэйдис                              drimz leidisi
ЖС Эль-Биа                                Js el-bia
Бешар Джедид                              beSar jedidi
ВА Мостаганем                             va mostaganemi
СКАФ Хемис-Милиана                        skaf xemis-miliana
АСМ Оран                                  asm orani
ЕСМ Колеа                                 esm kolea
Соккер XI                                 soqer XI
Чаркоп                                    Carkopi
Хапоэль Кирьят Оно                        hapoel kiriaT ono
Кфар-Сава 1928                            kfar-sava 1928
Бейтар Кфар Саба Шломи                    beiTar kfar saba Slomi
Далбир                                    dalbiri
Ботев 57 София                            botev 57 sofia
Славия Прага B                            slavia praRa b
Сигма Оломоуц B                           sigma olomouci b
Иннсбрукер                                insbrukeri
Швехат                                    Svexati
Ангтонг                                   angtongi
Сантомера                                 santomera
Ясотхон                                   iasotxoni
Богумин                                   bogumini
Виктория Пльзень B                        viqtoria plzeni b
Дукла Прага B                             dukla praRa b
Коко Джамбо                               koko jambo
Маримонт Варшава                          marimont varSava
Пхитсанулок                               pxitsanuloki
Найроби Юнайтед                           nairobi iunaitedi
Куала Белайт                              kuala belaiti
Лун Баванг                                lun bavangi
Римба Стар                                rimba sTari
АКСЕ Берсату                              akse bersatu
Зброёвка Брно B                           zbroiovka brno b
Мицубиси Моторс Мидзусима                 micubisi motors miZusima
Униря Альба Юлия                          uniria alba iulia
Быстршице под Гостинем                    bistrSice pod gostinemi
Фэйт Лэйдис                               feit leidisi
Миллием СК                                miliem sk
Пакс Нагоа                                paks nagoa
Гоа Полис                                 goa polisi
Пхитсанулок Юнити                         pxitsanulok iuniti
Падриу Сити                               padriu siTi
Чаченгсау                                 CaCengsau
Мерани Мартвили II                        merani martvili II
Омладинац Заблаче                         omladinac zablaCe
Липолист                                  lipolisti
Элмет Альметьевск                         elmet almetievski
Трудовые Резервы                          trudovie rezervi
Машиностроитель Киров                     maSinostroitel kirovi
Ботев Вр                                  botev vr
2 Коррику                                 2 koriku
Академия Ребежа                           akademia rebeJa
Беласица Струмица                         belasica strumica
Аль-Шола Сирия                            al-Sola siria
Васко да Гама                             vasko da gama
Локомотив Стара Загора                    lokomotiv stara zagora
Славия София II                           slavia sofia II
Септември София II                        septemvri sofia II
БГУОР-АгроТрейд                           bguor-agrotreidi
Академия Футбола Тамбов                   fexburTis akademia tambovi
СШОР 1 Салют М                            sSor 1 saliut m
Корона Кельце II                          korona kelce II
Калви Ноале                               kalvi noale
Лавис АСД                                 lavis asd
Монтеккьо Маджоре                         montekio majore
Эсте                                      este
Караваджо                                 karavajo
Адриезе                                   adrieze
Тревизо                                   trevizo
Сондрио                                   sondrio
Оспиталетто                               ospitaleto
Маджента                                  majenta
Клуб Милано                               klub milano
Кьево                                     kievo
Чиливерге ди Маццано                      Ciliverge di macano
Гоццано                                   gocano
Салуццо                                   saluco
АСД Кайрезе 1919                          asd kaireze 1919
АСД Ольтрепо ФБК                          asd oltrepo fbk
Новароментин                              novaromentini
Лаваньесе                                 lavaniese
Фоссано                                   fosano
Вогерезе 1919                             vogereze 1919
Дертона                                   dertona
Боргаро                                   borgaro
АСД Империя                               asd imperia
Асти                                      asti
Альбенга                                  albenga
Бангве Олл Старз                          bangve ol sTarzi
ФОМО                                      fomo
Фомат Мартин II                           fomat martini II
Мбарара                                   mbarara
Брера Тчумене                             brera tCumene
Аль-Араби Ирбид                           al-arabi irbidi
Диана Ильюполис                           diana iliupolisi
Аполлон Афинон-Дафни                      apolon afinon-dafni
Халандри                                  xalandri
Трахонес Алимос                           traxones alimosi
Тиелла Айос Димитриос                     tiela aios dimitriosi
Терпсифея                                 terpsifeia
Арис Каламаку                             aris kalamaku
Ясон                                      iasoni
Кипуполис                                 kipupolisi
Атромитос Метафорфосис                    atromitos metaforfosisi
АЕ Ираклион                               ae iraklioni
Мелиссия                                  melisia
Трифилиакос                               trifiliakosi
Пефкис                                    pefkisi
Ликоврисис                                likovrisisi
Антуполи                                  antupoli
Агиос Томас                               agios tomasi
Панеритрекос                              paneritrekosi
Татран Красно                             tatran krasno
Йошаница                                  ioSanica
Напредак Марковац                         napredak markovaci
Полет Любич                               polet liubiCi
Слога Кралево                             sloga kralevo
Индекс Нови-Сад                           indeks novi-sadi
Ветерник                                  veterniki
Паннеаполикос                             paneapolikosi
Хараиги Астерас                           xaraigi asterasi
Дустлик                                   dustliki
Баник Острава B                           banik ostrava b
Исаак Бенгела                             isaak bengela
Алтын Асыр                                altin asiri
Темпо Панювки                             tempo paniuvki
Конкордия Кнурув                          konkordia knuruvi
Уния Тужа Слёнска                         unia tuJa slionska
Реал Калепина                             real kalepina
АСД Брайан Линьяно                        asd braian liniano
Докси                                     doksi
Поржичани                                 porJiCani
Бзенец                                    bzeneci
Вигазьо                                   vigazio
Вилла Валле                               vila vale
Аль-Рустак                                al-rustaki
Аль-Хабура                                al-xabura
Аль-Шабаб Сиб                             al-Sabab sibi
Шутинг Старс                              SuTing sTarsi
Целе                                      cele
Кабушкорп                                 kabuSkorpi
Саграда                                   sagrada
Лигмет Милин                              ligmet milini
Фундасьон Канария                         fundasion kanaria
Кьонс                                     konsi
Хелиос Выру                               helios viru
Самартекс                                 samarteksi
Нсоатреман                                nsoatremani
Машику                                    maSiku
Синфайнш                                  sinfainSi
Абу-Даби                                  abu-dabi
Анстренганг Юнайтед                       anstrengag iunaitedi
УПД                                       upd
АУ Фэлконс                                au felkonsi
Локерен-Темсе                             lokeren-temse
Анси                                      ansi
Ред Стар 93                               red sTar 93
Гренобль                                  grenobli
Гютерсло                                  giuterslo
Котвица Колобжег                          kotvica kolobJegi
Валансьен                                 valansieni
Хесслехольмс                              hesleholmsi
Вилья Альвеар                             vilia alveari
Кухль                                     kuxli
Холиуэл                                   holiueli
Денби Таун                                denbi Tauni
Молд Александра                           mold aleksandra
Эйрбас                                    eirbasi
Таффс Вэлл                                tafs veli
Трефелин                                  trefelini
Ньюпорт Сити                              niuport siTi
Кембрия Юнайтед                           kembria iunaitedi
Бэглан Дрэгонс                            beglan dregonsi
Пиауи                                     piaui
Фламенго ПИ                               flamengo pi
Президенти-Фигейреду                      prezidenti figeiredu
Шамбли                                    Sambli
Ангулем                                   angulemi
Бержерак                                  berJeraki
Бинфилд                                   banfildi
Саттон КР                                 saton kr
Нормания Гмунд                            normania gmundi
Зонненхоф                                 zonenhofi
Вестфалия Рюнерн                          vestfalia riunerni
Динамо Шверин                             dinamo Sverini
Гамбург III                               hamburgi III
Виктория Гамбург                          viqtoria hamburgi
Тауншип Роллерс                           TaunSip rolersi
Лисберн Рейнджерс                         lisbern reinjersi
Ханинге                                   haninge
Оберварт                                  obervarti
СЕРК                                      serk
Ньюри                                     niuri
Керри                                     keri
Динамо Бухарест                           dinamo buqaresti
Этуаль Каруж                              etual karuJi
Пенибонт                                  penibonti
Коннас Куэй                               konas quei
Беерсхот Вилрейк                          beershot vilreiki
Жатаиенсе                                 jataiense
Итаусу                                    itausu
Триндаде                                  trindade
Гуанабара Сити                            guanabara siTi
Толка Роверс                              tolka roversi
Белфорд Рошо                              belford roSo
АУУ Интер Бангкок                         auu inter bangkoki
Теляженул                                 teliaJenuli
Эссампшн Юнайтед                          esampSn iunaitedi
Самутсонгкхрам                            samutsongkhrami
ВРН Муангнонт                             vrn muangnonti
Тимочанин                                 timoCanini
Спортика Благоевград                      sportika blagoevgradi
Ше Корпорэйт                              Se korporeiti
Олила Хай Скул                            olila hai squli
Чидлина Нови-Биджов                       Cidlina novi-bijovi
Таборско B                                taborsko b
Млада Болеслав II                         mlada boleslavi II
Арми                                      armi
Амкар II                                  amkari II
Шахтер Коркино                            Saxtior korkino
Махарлика Тагиг                           maxarlika tagigi
Раковник                                  rakovniki
Чианграй Сити                             Ciangrai siTi
Нокхонмаесот Юнайтед                      nokxonmaesot iunaitedi
Вондс Итихара                             vonds itihara
Экселсиор                                 ekselsiori
Феникс Голд                               feniqs goldi
ПТЭ-ПЭАК                                  pte-peak
Веспрем                                   vespremi
Бичкеи                                    biCkei
Комаром                                   komaromi
Балатонфуреди                             balatonfuredi
Вашаш II                                  vaSaSi II
Сегед Васутасок                           seged vasutasoki
Мартфуй ЛСЕ                               nartfui lse
Циганд                                    cigandi
Фюзешабони                                fiuzeSaboni
Шальготарьяни                             Salgotariani
Аэм                                       aemi
Композит Павловский Посад                 kompozit pavlovski posadi
Такуэнсе                                  taquense
КФФ Альбасете                             kff albasete
Чекмекёй Бильгидога                       Cekmekioi bilgidoga
Фатих Ватан Спор                          fatix vatan spori
Фомгет Генчлик                            fomget genCliki
Хаккаригюджюспор                          hakarigiujiuspori
Бейлербейспор                             beilerbeispori
Амед СФК                                  amed sfk
Брине Гросупле                            brine grosuple
Руби                                      rubi
Алаурин-Де-Ла-Торре                       alaurin de la tore
УД Сан-Педро                              ud san-pedro
Вахш                                      vaxSi
Бейоглу Ени Чарши                         beioglu eni CarSi
Панджшер                                  panjSeri
Рангерс                                   rangersi
Форвертс-Ваккер Билльштедт 04             forverts-vaker bilStedti 04
Пхатталунг                                phatalungi
Алпендорада                               alpendorada
Ауррера                                   aurera
Ардой                                     ardoi
Кельме                                    kelme
Монтанерос                                montanerosi
Льянера                                   lianera
Расинг II                                 rasingi II
Эйбар II                                  eibari II
Сант Андреу                               sant andreu
Реал Мадрид III                           madridis reali III
Сантурсе                                  santurse
Монтаньеса                                montaniesa
Ла-Эскала                                 la-eskala
Райо Ибенсе                               raio ibense
Кастельон II                              kasteloni II
Томарес                                   tomaresi
Трес Кантос                               tres kantosi
Эль-Аламо                                 el-alamo
РСД Алькала                               rsd alkala
Виллаверде                                vilaverde
Атлетико Сентраль                         atletiko sentrali
Сан-Бартоломе                             san-bartolome
Панадерия Пулидо                          panaderia pulido
Мансанарес                                mansanaresi
Сен Мало                                  sen malo
Вора                                      vora
Депортиво Ла-Корунья                      deportivo la-korunia
Стьёрдалс-Блинк                           stiordals blinki
Флорешты                                  floreSti
Динамо Махачкала II                       dinamo maxaCkala II
Динамо Уриу                               dinamo uriu
Атлетико Монор                            atletiko monori
Сола                                      sola
Выбжеже Ревальске Реваль                  vibJeJe revalske revali
Сокул АЛ                                  sokul al
Айхштетт                                  aixSteti
Аймсбюттелер                              aimsbiuteleri
СэмУэст Блэкбутс                          semuesT bleqbutsi
Дараджани Гого                            darajani gogo
Нествед ХГ                                nestved hg
Эстербро                                  esterbro
Глазго Сити                               glazgo siTi
Аграм                                     agrami
Неретва                                   neretva
Кумла                                     kumla
Санкт-Паули II                            sankt-pauli II
Гамбург II                                hamburgi II
Хоттаин                                   hotaini
Хеми Лейпциг                              hemi leifcigi
Марупес                                   marupesi
МЕГ                                       meg
Рудра                                     rudra
Амфирнай                                  amfirnai
Нонгксе                                   nongkse
ФСИ-Сивью                                 fsi-siviu
Реал Чиккамагалуру                        real Cikamagaluru
Нонгкрем                                  nongkremi
Салгаокар                                 salgaokari
Корталим Вилледж                          kartalim vileji
Малки                                     malki
Раджамангала Таньябури                    rajamangala taniaburi
Судан                                     sudani
Кения                                     kenia
Иранджаван Бушер                          iranjavan buSeri
Спортинг Клуб де Гоа                      sporting klub de goa
Андраник                                  andraniki
Приштина                                  priStina
Иберия 1999 II                            iberia 1999 II
УСВ Геркюлес                              usv gerkiulesi
Сибирь                                    sibiri
Хосеп Мария Хене                          xosep maria xene
Канчанабури Сити                          kanCanaburi siTi
ЛП Супер Спорт                            lp super sporti
Пылдин Пловдив                            pildin plovdivi
Турнов                                    turnovi
Теплице II                                teplice II
Виймси                                    viimsi
Сокул КД                                  sokul kd
Глоговия Глогув                           glogovia gloguvi
Гранат Скаржиско-Каменна                  granat skarJisko-kamena
Напшуд Енджеюв                            napSud endJeiuvi
Парикрама                                 parikrama
Ротор-М                                   rotor-m
Саида                                     saida
Лайткор                                   laiTqori
Маврикий                                  mavrikii
Келантан Дарул Наим                       kelantan darul naimi
Вильяральбо                               viliaralbo
Баку Спортинг                             baqo sportingi
Урал-УрФА                                 ural-urfa
Кудровка                                  kudrovka
Виктория Сумы                             viktoria sumi
СЕА Сетиф                                 sea setifi
Оран Центр                                oran centri
АСЕ Беджая                                ase bejaia
Маккаби Ирони Нетивот                     makabi ironi netivoti
Сдерот                                    sderoti
Хапоэль Йерохам                           hapoel ierohami
Ирони Бейт Даган                          ironi beiT dagani
Намибия                                   namibia
МП Порт Диксон                            mp port diksoni
Нага УКС                                  naga uks
Прва Искра                                prva iskra
Единство Сурчин                           edinstvo surCini
КД Сан-Франциско                          kd san-francisko
Санто-Доминго Хувентуд                    santo-domingo huventudi
Глубока над Влтавой                       gluboka nad vltavoi
Эйявади Рейнджерс                         eiavadi reinjersi
Майкл Олунга Футбол Академи               maikl olunga futbol akademi
Моравска Тршебова                         moravska trSebova
Искра Германув-Местец                     iskra germanuv-mesteci
Кальварянка                               kalvarianka
Пцимянка                                  pcimianka
Ожель Рычув                               oJel riCuvi
Нецеча II                                 neceCa II
Дманиси                                   dmanisi
Миллат II                                 milati II
Сенг Самла Маумлу                         seng samla maumlu
Джвароснеби                               jvarosnebi
Гардабани II                              gardabani II
Мохаммедан АК                             mohamedan sk
Бурса Нилуферспор                         bursa naluferspori
Бентонит                                  bentoniti
Бангалор Индепендентс                     bangalor independentsi
Динамо Гагра                              dinamo gagra
Динамо Сухуми                             dinamo soxumi
Талант                                    talanti
Алай                                      alai
Арагон                                    aragoni
Флорени Анений-Ной                        floreni anenii-noi
Дэбрэ-Бырхан                              debre-birxani
Фуд Корпорейшн                            fud korporeiSni
Экспресс-ВЛГАФК Великие Луки              eqspres-vlgafk velikie luki
Шимал                                     Simali
Тинеретул Гура Витиоарей                  tineretul gura vitioarei
Петролул 95                               petrolul 95
Намта Юнайтед                             namta iunaitedi
АЧП 3 Кидс Спорт Бухарест                 aCp 3 qids sport buqaresti
КСС Лугож                                 kss lugoJi
Саут Авеню                                sauT aveniu
Реал Сукчес                               real sukCesi
Атлетико Бельцы                           atletiko belci
Вена ФК II                                vena II
Богемианс 1905 B                          bohemiansi 1905 b
Шахин Тегеран                             Sahin Teirani
Беса                                      besa
Вальбона                                  valbona
Итесалат Аль Масриа                       itesalat al masria
Асют Петролеум                            asiut petroleumi
Нафт Гачсаран                             naft gaCsarani
Мес Сунгун Варзеган                       mes sungun varzegani
Абха                                      abxa
Элбашани                                  elbaSani
Араз-Нахчыван                             araz-naxCivani
Надьканижа                                nadkaniJa
МТК Дунахарасти                           mtk dunaharasti
СК Шопрон                                 sk Soproni
Дьюлаи Термаль                            diulai termali
Чепель                                    Cepeli
Раба Грамбах                              raba grambaxi
Земриах                                   zemriaxi
Фронлайтен                                fronlaiteni
Гинигвада Аполинарио                      ginigvada apolinario
Понте Фриелаш                             ponte frielaSi
ВК Пику Педра                             vk piku pedra
Лузитания Азорес                          luzitania azoresi
Вильярробледо                             viliarobledo
Фрага                                     fraga
Бривьеска                                 brivieska
Михас Лас-Лагунас                         mixas las-lagunasi
Уэтор Тахар                               uetor tahari
Атлетик Льейда                            atletik leida
Атлетико Артейшо                          atletiko arteiSo
Вильялонга                                vilialonga
Расинг Сантандер II                       rasing santanderi II
Кипанга                                   kipanga
Трстеник ППТ                              trstenik ppt
Будучност Поповац                         buduCnost popovaci
Неас Иониас                               neas ioniasi
Мандраикос                                mandraikosi
Панегиалиос                               panegialiosi
Коринфос                                  korinfosi
Паннафлиакос                              panafliakosi
Анагенниси Кардица                        anagenisi kardica
Пиерикос                                  pierikosi
Аполлон Крия-Вриси                        apolon kria-vrisi
Нестос Хрисуполис                         nestos xrisupolisi
Александруполис                           aleksandrupolisi
Ханиотис                                  xaniotisi
Аполлон Паралимни                         apolon paralimni
Динамо Предавац                           dinamo predavaci
Локомотив Пловдив II                      plovdivis lokomotivi II
Секирово                                  sekirovo
Трутнов                                   trutnovi
Олимпие Бржезова                          olimpie brJezova
Козловице                                 kozlovice
Сан-Хасинто Кегуай                        san-xasinto keguai
Видовре II                                vidovre II
Интерфорс                                 interforsi
Юнайтед Старс                             iunaited sTarsi
Бедем                                     bedemi
Граничар Жупанья                          graniCar Jupania
Валповка                                  valpovka
Эсперанса Андорра                         esperansa andora
3К Эмбу                                   3k embu
Йозгатспор                                iozgatspori
Эфелер 09                                 efeler 09
Ени Ордуспор                              eni arduspori
Мугласпор                                 muglaspori
Тюрк Металл Кырыккалеспор                 tiurk metal kirikalespori
Мазыдагы Фосфат                           mazidagi fosfati
Аксарайспор                               aksaraispori
Булавайо Чифс                             bulavaio Cifsi
Злинско                                   zlinsko
Рохда Ралте                               rohda ralte
Докса Пигадакион                          doksa pigadakioni
Дедза Динамо                              dedza dinamo
Мояле Барракас                            moiale barakasi
АСС Юнайтед                               ass iunaitedi
Скопье 2014                               skopie 2014
Мутондо Старс                             mutondo sTarsi
Сингапур Халса                            singapur xalsa
Солода Адуа                               soloda adua
Гамо Ченча                                gamo CenCa
Горни-Рахич                               gorni-raxiCi
Горажде                                   goraJde
Борец Велес                               borec velesi
Ондупарака                                onduparaka
Борнова Хитаб Спор                        bornova xitab spori
Феникс Йыхви                              feniks iixvi
Мбале Хироус                              mbale hirousi
Итабирито                                 itabirito
Алмере II                                 almere II
Болльстанес СК                            bolstanes sk
Суннана                                   sunana
Йитекс                                    iiteksi
Алингсос ИФ                               alingsos if
АПЛГ Гданьск                              aplg gdanski
Дрохтерзен/Асель                          droxterzen/aseli
Ла Лувьер                                 la luvieri
Аль-Хуссейн II                            al-huseini II
Сан-Антонио Пуреса                        san-antonio puresa
Фиргас                                    firgasi
Атлетико Бенамиэль                        atletiko benamieli
Филлинген                                 filingeni
Эрфурт                                    erfurti
Сарпсборг 08                              sarpsborg 08
Ливия                                     libia
Цване Саут Колледж                        cvane sauT koleji
Меркадаль                                 merkadali
Эльче II                                  elce II
Ачиреале                                  aCireale
Азиза                                     aziza
Мартина Франка                            martina franka
Скафатезе                                 skafateze
Искья                                     iskia
Саррабус Ольястра                         sarabus oliastra
Гуидониа Монтечелио 1937                  guidonia monteCelio 1937
Л'Акуила                                  l'akuila
Рудра Айрон Борн                          rudra airon borni
Бьютис                                    biutisi
УНАМ Боккис                               unam bokisi
Эфиопия Нигд Банк                         eTiopia nigd banki
Неве Йосеф                                neve iosefi
Оскар Фаундейшн                           oskar faundeiSni
